regiao,faixa_renda,diver
Centro-Oeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.5699597555039705
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.13995629967142836
Sul,Até 20k,0.49956927648605753
Nordeste,Até 20k,0.09593192137365508
Centro-Oeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.030099563097907844
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.6530222815337323
Nordeste,Acima de 20k,0.18393071032433364
Nordeste,Acima de 20k,0.2407452581391496
Sudeste,Acima de 20k,0.01461577239630107
Sudeste,Acima de 20k,0.9291930069426345
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.0006238904212871752
Nordeste,Até 20k,1.0
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.21064430893260594
Sul,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Nordeste,Até 20k,0.09534417811177806
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.9241190958775658
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.3458491615035929
Centro-Oeste,Acima de 20k,0.09058954895000279
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.8219139249700455
Norte,Acima de 20k,0.6536062476309197
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Sul,Acima de 20k,0.20415629718456568
Sul,Até 20k,0.49929452985925127
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sul,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.10693773798724344
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.48972347418537593
Sul,Acima de 20k,0.019606926752868417
Sudeste,Acima de 20k,0.2501920996370517
Sudeste,Acima de 20k,0.1504862051881853
Sudeste,Até 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.17260578489081035
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Norte,Acima de 20k,0.5529208104475374
Nordeste,Acima de 20k,0.9999998649436329
Sudeste,Acima de 20k,0.5807824352841093
Sudeste,Até 20k,0.07699967644685063
Sudeste,Acima de 20k,0.0436514735809706
Sudeste,Acima de 20k,0.12772149185891815
Sudeste,Acima de 20k,0.05748224403381412
Nordeste,Acima de 20k,0.9679387151583311
Centro-Oeste,Acima de 20k,0.9505601783138393
Centro-Oeste,Acima de 20k,0.6930648238383526
Sul,Acima de 20k,0.0
Nordeste,Acima de 20k,0.5481390906868343
Sudeste,Acima de 20k,0.7340867997677667
Sudeste,Até 20k,0.22394556152556738
Centro-Oeste,Acima de 20k,0.7962538301963489
Sudeste,Até 20k,0.01395126471577716
Sudeste,Até 20k,0.02466020876409986
Nordeste,Até 20k,0.1446563567664668
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.012842764582039564
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.367066797829114
Sudeste,Acima de 20k,0.10608488592185034
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.1000077235916532
Sudeste,Acima de 20k,0.4433612430880174
Sudeste,Acima de 20k,0.021987434038597403
Sul,Acima de 20k,0.645571829806659
Nordeste,Acima de 20k,0.05792039491458824
Sudeste,Até 20k,0.9758443878137956
Centro-Oeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Sul,Acima de 20k,0.1631487949980581
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.10349878306558298
Centro-Oeste,Acima de 20k,0.0515909512151619
Sudeste,Acima de 20k,0.6321832334211047
Sul,Acima de 20k,0.16289071453707693
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.08395736791935655
Sul,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.8998893208028313
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.5412137173068795
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.2808791802466174
Sudeste,Acima de 20k,0.1404928312528143
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Sul,Acima de 20k,0.07743786791648097
Sudeste,Até 20k,0.07946755532475563
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.21295086908469807
Sudeste,Até 20k,0.15002885860627313
Sudeste,Acima de 20k,0.2230730275012217
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.811485273210064
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.09258601822502042
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.01953141184302904
Sudeste,Até 20k,0.0
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.794056895640047
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.09013239536755656
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Até 20k,0.00786405418595468
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.3662677232451657
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.026518813800961775
Nordeste,Até 20k,0.09589715693452638
Sul,Acima de 20k,0.013568450642595075
Nordeste,Até 20k,0.08914166272420404
Sul,Até 20k,0.0
Nordeste,Acima de 20k,0.09447625822166504
Sudeste,Até 20k,0.14469576724286035
Sul,Acima de 20k,0.4967758234167289
Sudeste,Acima de 20k,0.5333723654393149
Centro-Oeste,Acima de 20k,0.17228103033279157
Nordeste,Até 20k,0.36277606233963366
Centro-Oeste,Até 20k,6.859361401959085e-06
Sudeste,Acima de 20k,0.6277870154974896
Nordeste,Acima de 20k,0.3045188967859932
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.2917902520621565
Sudeste,Acima de 20k,0.16909312323678918
Nordeste,Acima de 20k,0.0
Sul,Acima de 20k,0.011878110042831885
Sudeste,Acima de 20k,0.34929495359847074
Sudeste,Acima de 20k,0.017519250103851226
Nordeste,Acima de 20k,0.09795087648088421
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.1642289550632006
Sudeste,Acima de 20k,0.6747153459917261
Sudeste,Acima de 20k,0.03474876851810551
Centro-Oeste,Até 20k,0.31553174280905943
Sul,Até 20k,0.0
Nordeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.019713663575132684
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.20106275082658917
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.050353935796875075
Sudeste,Até 20k,0.0007865331540181165
Sudeste,Acima de 20k,0.0
Centro-Oeste,Até 20k,0.04060646627418143
Nordeste,Acima de 20k,0.0649152804709512
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0005445312956679751
Sudeste,Acima de 20k,0.6817124964651411
Centro-Oeste,Acima de 20k,0.22636144626468355
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.17401053731627808
Sul,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,1.0
Sudeste,Acima de 20k,0.15449238837631404
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.5211615219620775
Sul,Até 20k,0.0
Sul,Acima de 20k,0.5902082842194831
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.9999999406722839
Centro-Oeste,Acima de 20k,0.585968431243313
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sudeste,Até 20k,0.48155639478874807
Sudeste,Acima de 20k,0.1509901383663124
Centro-Oeste,Acima de 20k,0.30444538775291374
Sul,Acima de 20k,0.0
Sul,Até 20k,0.5155450852307788
Centro-Oeste,Acima de 20k,0.07946032287887057
Sudeste,Até 20k,0.022292897337579252
Centro-Oeste,Acima de 20k,0.709254995035236
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.008006755486182541
Sudeste,Até 20k,0.05289925675189789
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.0066934919663290335
Sul,Acima de 20k,0.03915529894980418
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.4535770693915938
Sudeste,Acima de 20k,0.9999821894866621
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.00033427195083248287
Nordeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.037901435942965474
Centro-Oeste,Acima de 20k,0.36432642684709704
Sul,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.07868245607984677
Centro-Oeste,Acima de 20k,0.8779105414978745
Nordeste,Até 20k,0.053832596874946854
Sudeste,Acima de 20k,0.731424500169637
Sudeste,Acima de 20k,0.06831029677883964
Nordeste,Acima de 20k,0.14090758861984437
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Norte,Acima de 20k,0.07156821422551064
Sul,Até 20k,0.11270600207956445
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.5533318346842918
Sudeste,Até 20k,0.4929510586180673
Centro-Oeste,Até 20k,0.0
Nordeste,Acima de 20k,0.034744617020057336
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.02737753857991059
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.32719236621333964
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,1.3319663675751514e-05
Sul,Acima de 20k,0.42078251935218197
Sudeste,Até 20k,0.424786421220183
Sul,Até 20k,0.0
Nordeste,Até 20k,0.0
Nordeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0467089870637371
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.1161333405951396
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.6108329638536696
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.12815371687535324
Sul,Acima de 20k,0.5154577137345374
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.011051721375304364
Sudeste,Acima de 20k,0.4128614704621214
Sudeste,Até 20k,0.6861247146669848
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.9186882075729296
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.21825339755429918
Nordeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.7605430351189434
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.22164021851167454
Nordeste,Acima de 20k,0.9635036880757137
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.9210699830496089
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.4817417872111454
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.03152563339747278
Sudeste,Até 20k,0.0
Sul,Acima de 20k,0.5904270662828955
Sul,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.3119692732906932
Nordeste,Até 20k,0.0
Sudeste,Até 20k,0.057325657378402166
Sul,Acima de 20k,0.11214917821220532
Nordeste,Até 20k,0.0023254400867114685
Sudeste,Acima de 20k,0.2682635081885373
Sul,Até 20k,0.44590438325245685
Sul,Acima de 20k,0.7376704327094228
Sudeste,Até 20k,0.0
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.8810274484470624
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.566786227148828
Sudeste,Até 20k,0.024611515354820996
Sudeste,Acima de 20k,0.033026682500689505
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.019416403415460422
Nordeste,Acima de 20k,0.11852900876953959
Nordeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.14947915680257592
Sul,Até 20k,0.42335421789046573
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.40812426999531043
Nordeste,Acima de 20k,0.4262228541883733
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.5607336381949067
Sul,Até 20k,0.42117011901602386
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Centro-Oeste,Até 20k,0.30752379912093575
Sudeste,Até 20k,0.5842959462348097
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.14860956306236275
Centro-Oeste,Até 20k,0.13302987235127223
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.15111283736888012
Sul,Acima de 20k,0.0
Nordeste,Até 20k,0.0003602344685815936
Centro-Oeste,Acima de 20k,0.0
Sudeste,Até 20k,0.40508370419319645
Nordeste,Acima de 20k,0.20685693737995903
Sudeste,Até 20k,0.8925405888801146
Norte,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.44385532017046264
Nordeste,Acima de 20k,0.0
Sul,Até 20k,0.0
Sudeste,Até 20k,0.0
Nordeste,Acima de 20k,0.17165993983498182
Sudeste,Acima de 20k,0.6523238393413067
Nordeste,Acima de 20k,0.003859559413201131
Sudeste,Até 20k,0.01799765601841473
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.226091035017099
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.01660287977605334
Sudeste,Acima de 20k,0.014113962765567005
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sul,Até 20k,0.0
Nordeste,Acima de 20k,0.024979469698298628
Sudeste,Até 20k,0.9378767075492225
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.0
Sul,Acima de 20k,0.31172294616877494
Sul,Acima de 20k,0.34506104486724903
Sudeste,Acima de 20k,0.00585763739873478
Sudeste,Até 20k,0.01190870407663304
Sul,Acima de 20k,0.13214666540045047
Sul,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.22719919753222778
Centro-Oeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0049405092819023895
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.14192483767281197
Sudeste,Até 20k,0.014304334344163
Nordeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.9586413867834681
Sul,Acima de 20k,0.40686687398053983
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.38024834615984476
Sudeste,Acima de 20k,0.2238643353569244
Centro-Oeste,Acima de 20k,0.02710867637980625
Nordeste,Até 20k,0.8358062444998813
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.20191563818353106
Sudeste,Acima de 20k,0.1223119780211701
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.07647270958485776
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.06620147835655095
Centro-Oeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.008679325229839812
Sudeste,Acima de 20k,0.9822176299998027
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.011850948252549882
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.01000523887587873
Sudeste,Acima de 20k,0.019987379077797393
Sul,Até 20k,0.5190495301459122
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.74709619608239
Nordeste,Acima de 20k,0.9854984432642004
Sul,Acima de 20k,0.00937266186335486
Sudeste,Acima de 20k,0.2753361436550857
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Norte,Acima de 20k,0.7294829681938954
Sul,Até 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.1349405185207253
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Centro-Oeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.2097110571782708
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sul,Acima de 20k,0.9787279751853661
Norte,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.050988508712510344
Sudeste,Acima de 20k,0.012265222194030024
Sul,Acima de 20k,0.022812245725511444
Centro-Oeste,Acima de 20k,0.4016655255922566
Sudeste,Até 20k,0.0
Sul,Acima de 20k,0.08673390293100783
Sudeste,Acima de 20k,0.012101739363011116
Sudeste,Acima de 20k,0.7110188568841714
Sul,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.5096517161338548
Sudeste,Até 20k,0.0018036397991466157
Sul,Acima de 20k,0.01138491632735862
Sudeste,Até 20k,0.1686372001654676
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.5351964461595768
Sudeste,Até 20k,0.04504861701201712
Nordeste,Acima de 20k,0.14752302893577626
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.3833839173826127
Sudeste,Acima de 20k,0.6642197720209129
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.2963595717509517
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.8775739490315692
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.027099006419426877
Sul,Acima de 20k,0.5175189183787078
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0027209850959747676
Sudeste,Acima de 20k,0.19485487904824783
Sudeste,Acima de 20k,0.0
Norte,Acima de 20k,0.814737360907464
Sul,Até 20k,0.2058218016524884
Sudeste,Acima de 20k,0.4978686137785754
Sul,Acima de 20k,0.6528274962208902
Sudeste,Até 20k,0.0
Sul,Até 20k,0.44106023490524554
Sul,Acima de 20k,0.11682890682474865
Sudeste,Até 20k,0.02298245491104106
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.2499237280427014
Sudeste,Acima de 20k,0.8433821574659709
Sudeste,Acima de 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.04258286347584202
Nordeste,Acima de 20k,0.08567240224110355
Sul,Até 20k,0.09946509795502209
Sudeste,Acima de 20k,0.9074474864087052
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.08473745640336554
Nordeste,Acima de 20k,0.27144621145042663
Centro-Oeste,Até 20k,0.012222824417508469
Sudeste,Acima de 20k,0.08220879282970582
Sudeste,Acima de 20k,0.02663554737658467
Sudeste,Até 20k,0.3365647242959488
Sul,Acima de 20k,0.7887185111383377
Sudeste,Acima de 20k,0.7934537806121545
Sul,Acima de 20k,0.0
Nordeste,Acima de 20k,0.5697774046796218
Nordeste,Acima de 20k,0.13646641565380072
Sudeste,Acima de 20k,0.10500004910445333
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.3919009059942447
Sudeste,Até 20k,0.011509512921782851
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.24374713480951649
Centro-Oeste,Acima de 20k,0.5833792590447652
Sul,Até 20k,0.0
Sul,Até 20k,0.6022801155028148
Sul,Acima de 20k,0.09742296170922297
Centro-Oeste,Acima de 20k,0.26019690298872256
Sudeste,Acima de 20k,0.8470898920614175
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.20058871850260054
Centro-Oeste,Acima de 20k,0.0
Sudeste,Até 20k,0.02989918075118065
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.5259482291640741
Sudeste,Acima de 20k,0.4744499953336232
Sul,Até 20k,0.5594386996860676
Sudeste,Acima de 20k,0.4640960257496653
Sudeste,Acima de 20k,0.0006437440924573509
Sudeste,Acima de 20k,0.045300116411267764
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.9448849443239857
Sudeste,Acima de 20k,0.8889890489871102
Sudeste,Acima de 20k,0.1074114251989192
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sul,Acima de 20k,0.023299155345961813
Sudeste,Acima de 20k,0.2496071131664277
Centro-Oeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.2736680365809988
Sudeste,Acima de 20k,0.0
Centro-Oeste,Até 20k,0.23496017087882848
Nordeste,Acima de 20k,0.03630056642204927
Sudeste,Acima de 20k,0.8926634641542893
Sudeste,Até 20k,0.009197075366738292
Sul,Até 20k,0.0
Sul,Até 20k,0.021534782882461762
Sul,Acima de 20k,0.019971171289440964
Sudeste,Acima de 20k,0.3532089156310281
Sudeste,Até 20k,0.6800896997961239
Sudeste,Até 20k,0.01731685641385126
Nordeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sul,Até 20k,0.8564488381914834
Sul,Acima de 20k,0.020887789536184205
Centro-Oeste,Acima de 20k,0.0
Sul,Até 20k,0.2937305233133936
Sul,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.16975593905136402
Sudeste,Até 20k,0.9085509537624642
Centro-Oeste,Até 20k,0.12057076575153863
Sudeste,Até 20k,0.0
Centro-Oeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.021288693249758312
Sul,Até 20k,0.0
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.668995206926727
Sul,Acima de 20k,0.9468567296427078
Sudeste,Até 20k,0.44163816197738337
Sudeste,Acima de 20k,0.7341946487970405
Sudeste,Até 20k,0.24575558953933058
Sudeste,Até 20k,0.28845591527423214
Sudeste,Acima de 20k,0.3457170440225833
Sudeste,Acima de 20k,0.0042794819645059394
Sudeste,Até 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.2340697544765095
Sudeste,Acima de 20k,0.6039212383083185
Sudeste,Acima de 20k,0.020057876108299937
Sul,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Sudeste,Até 20k,0.7326124962833914
Centro-Oeste,Acima de 20k,0.002260168636777906
Nordeste,Acima de 20k,0.1829473808136878
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.5639638814761624
Nordeste,Até 20k,0.9922196930193956
Sudeste,Acima de 20k,0.3609382077417
Sudeste,Acima de 20k,0.14131193917703813
Nordeste,Acima de 20k,0.25206396118557184
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.2237554295332896
Centro-Oeste,Acima de 20k,0.0
Nordeste,Até 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.08984712192874164
Nordeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Até 20k,0.15134914554448328
Sul,Acima de 20k,0.3750612918123457
Sudeste,Acima de 20k,0.3848485552534582
Sul,Até 20k,0.0
Sul,Até 20k,0.07591021902771848
Sudeste,Acima de 20k,4.96052484765795e-05
Sudeste,Até 20k,0.44313428307966485
Norte,Acima de 20k,0.0
Sul,Acima de 20k,0.06680990598132863
Nordeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.22259752839621025
Sul,Até 20k,0.2932381823784366
Sudeste,Acima de 20k,0.5809676480856386
Sudeste,Acima de 20k,0.5066508112193832
Sudeste,Acima de 20k,0.01857319594900253
Sudeste,Até 20k,0.004124036750175021
Sudeste,Acima de 20k,0.005644984200136224
Sudeste,Até 20k,0.03869974872984511
Sudeste,Até 20k,0.5123582951752819
Sudeste,Até 20k,0.9351771504708983
Sudeste,Acima de 20k,0.42224984557871204
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.05685253280633411
Sul,Até 20k,0.4479367540489471
Sudeste,Acima de 20k,0.3706765463934684
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.9542994676383884
Nordeste,Acima de 20k,0.14896281692102095
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.027007412334362324
Nordeste,Acima de 20k,0.9723623836986167
Sudeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.539180674688793
Sul,Acima de 20k,0.13509435189641286
Sudeste,Até 20k,0.014323101665272819
Sudeste,Acima de 20k,0.06930569354945211
Nordeste,Acima de 20k,0.8676315300624431
Sudeste,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Centro-Oeste,Até 20k,0.39174133264290384
Nordeste,Acima de 20k,0.3227779267479028
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.018955197155933575
Sul,Acima de 20k,0.003575950491232395
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.02224198688332501
Norte,Até 20k,0.0
Sudeste,Acima de 20k,0.5364153477854392
Sudeste,Acima de 20k,0.10308206613409154
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.1990152843954429
Sudeste,Até 20k,0.8702744835619155
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.24220027615368014
Centro-Oeste,Acima de 20k,0.44145591593337324
Nordeste,Até 20k,0.506296540325344
Nordeste,Acima de 20k,0.0
Sudeste,Até 20k,0.07667808821209846
Sudeste,Acima de 20k,0.42946172563812235
Sudeste,Até 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.2862040448329664
Sudeste,Até 20k,0.4048702076628732
Nordeste,Acima de 20k,0.009756892444530575
Centro-Oeste,Até 20k,0.0
Sul,Até 20k,0.5078015283449393
Sudeste,Acima de 20k,0.16474003831720402
Nordeste,Até 20k,0.0
Centro-Oeste,Acima de 20k,0.0
Sudeste,Até 20k,1.0
Sul,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Sudeste,Até 20k,0.0
Sudeste,Acima de 20k,0.0
Nordeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.02183557505177922
Sul,Acima de 20k,0.2585635013337758
Sudeste,Acima de 20k,0.0
Centro-Oeste,Acima de 20k,0.0036260763097299142
Sudeste,Até 20k,0.006156323783740796
Sudeste,Até 20k,0.11401131141639005
Sudeste,Acima de 20k,0.11586661332157001
Nordeste,Acima de 20k,0.00287202405503997
Sudeste,Até 20k,0.983553212779601
Sudeste,Acima de 20k,0.01928593866328904
Sudeste,Acima de 20k,0.0
Sudeste,Acima de 20k,0.3847379574742077
Sudeste,Acima de 20k,0.022178427562381028
Sudeste,Acima de 20k,0.010726325624299052
Nordeste,Acima de 20k,0.21701744962887534
Sudeste,Acima de 20k,0.0
Centro-Oeste,Até 20k,0.8990335061215152
Sul,Acima de 20k,0.0
Sul,Até 20k,0.0
Sudeste,Acima de 20k,0.1685658331163156
Nordeste,Acima de 20k,0.10499188988223225
Sudeste,Acima de 20k,0.0
Sul,Acima de 20k,0.0
Sul,Acima de 20k,0.6926394449580304
